id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-099-11-B,"{""question"": ""A patient presents with facial pain, and the local examination of the face, ears and oral cavity is normal. Which of the following is the most appropriate next step in the diagnostic process?"", ""option_a"": ""Immediate CT scan of the face and sinuses"", ""option_b"": ""Biopsy of the buccal mucosa"", ""option_c"": ""Full ENT examination (otoscopy and fibroscopy)"", ""option_d"": ""Dental panoramic examination"", ""correct_option"": ""C""}",Complementary examinations,"A patient presents with facial pain, and the local examination of the face, ears and oral cavity is normal. Which of the following is the most appropriate next step in the diagnostic process?",Immediate CT scan of the face and sinuses,Biopsy of the buccal mucosa,Full ENT examination (otoscopy and fibroscopy),Dental panoramic examination,c
OIC-099-12-A,"{""question"": ""What is the most important modifiable risk factor for progression to chronic migraine according to the text?"", ""option_a"": ""Female gender"", ""option_b"": ""High frequency of headaches at the base"", ""option_c"": ""Depression"", ""option_d"": ""Overuse of crisis treatment"", ""correct_option"": ""D""}",Etiologies,What is the most important modifiable risk factor for progression to chronic migraine according to the text?,Female gender,High frequency of headaches at the base,Depression,Overuse of crisis treatment,d
OIC-099-13-A,"{""question"": ""What is the primary aim of preventing medication-abuse headache (MAC) in patients with pre-existing primary headaches?"", ""option_a"": ""To diagnose migraine and tension headache in general practice"", ""option_b"": ""To prescribe recommended crisis treatments, avoiding opiates and combined analgesics"", ""option_c"": ""To inform patients about the role of overuse of analgesics in the increase in headaches and limit crisis treatment to 2 days a week or 8 days a month"", ""option_d"": ""To introduce prophylaxis for the primary headache when crisis treatment becomes frequent and the attacks disabling"", ""correct_option"": ""C""}",Etiologies,What is the primary aim of preventing medication-abuse headache (MAC) in patients with pre-existing primary headaches?,To diagnose migraine and tension headache in general practice,"To prescribe recommended crisis treatments, avoiding opiates and combined analgesics",To inform patients about the role of overuse of analgesics in the increase in headaches and limit crisis treatment to 2 days a week or 8 days a month,To introduce prophylaxis for the primary headache when crisis treatment becomes frequent and the attacks disabling,c
OIC-099-14-A,"{""question"": ""What is the recommended maximum dose of sumatriptan injections for treating vascular facial pain?"", ""option_a"": ""1 injection per day"", ""option_b"": ""2 injections per day"", ""option_c"": ""3 injections per day"", ""option_d"": ""4 injections per day"", ""correct_option"": ""B""}",Management,What is the recommended maximum dose of sumatriptan injections for treating vascular facial pain?,1 injection per day,2 injections per day,3 injections per day,4 injections per day,b
OIC-099-15-B,"{""question"": ""What is the recommended first-line treatment for migraine during pregnancy, according to the Teratogen Reference Centre (CRAT)?"", ""option_a"": ""Amitriptyline"", ""option_b"": ""Propranolol"", ""option_c"": ""Paracetamol"", ""option_d"": ""Aspirin"", ""correct_option"": ""C""}",Management,"What is the recommended first-line treatment for migraine during pregnancy, according to the Teratogen Reference Centre (CRAT)?",Amitriptyline,Propranolol,Paracetamol,Aspirin,c
OIC-099-16-A,"{""question"": ""A woman with migraine with aura who is under 45 years old and smokes cigarettes is considering oral contraception. What is the recommended approach?"", ""option_a"": ""Prescribe oestroprogestogenic oral contraceptives without further evaluation"", ""option_b"": ""Evaluate the patient for all arterial risk factors before prescribing oral contraception"", ""option_c"": ""Do not prescribe any type of contraception due to the increased risk of stroke"", ""option_d"": ""Prescribe a pure progestogen without evaluating the patient's arterial risk factors"", ""correct_option"": ""B""}",,A woman with migraine with aura who is under 45 years old and smokes cigarettes is considering oral contraception. What is the recommended approach?,Prescribe oestroprogestogenic oral contraceptives without further evaluation,Evaluate the patient for all arterial risk factors before prescribing oral contraception,Do not prescribe any type of contraception due to the increased risk of stroke,Prescribe a pure progestogen without evaluating the patient's arterial risk factors,b
OIC-099-17-B,"{""question"": ""Based on the provided context, what is the primary condition being diagnosed in the video interview?"", ""option_a"": ""Trigeminal neuralgia"", ""option_b"": ""Migraine"", ""option_c"": ""Facial vascular pain"", ""option_d"": ""All of the above"", ""correct_option"": ""D""}",Multimedia content,"Based on the provided context, what is the primary condition being diagnosed in the video interview?",Trigeminal neuralgia,Migraine,Facial vascular pain,All of the above,d
OIC-100-01-A,"{""question"": ""A patient presents with a sudden onset headache, what is the most likely diagnosis until proven otherwise?"", ""option_a"": ""Migraine"", ""option_b"": ""Tension headache"", ""option_c"": ""Subarachnoid haemorrhage"", ""option_d"": ""Intracranial hypertension"", ""correct_option"": ""C""}",Positive diagnosis,"A patient presents with a sudden onset headache, what is the most likely diagnosis until proven otherwise?",Migraine,Tension headache,Subarachnoid haemorrhage,Intracranial hypertension,c
OIC-100-02-A,"{""question"": ""A patient presents with a severe headache, fever, stiff neck, and positive meningeal signs. What is the most appropriate next step in management?"", ""option_a"": ""Immediate brain scan"", ""option_b"": ""Immediate lumbar puncture without prior scan"", ""option_c"": ""Antibiotic therapy and supportive care"", ""option_d"": ""Intravenous hydration and analgesia"", ""correct_option"": ""B""}",Identification of the emergency,"A patient presents with a severe headache, fever, stiff neck, and positive meningeal signs. What is the most appropriate next step in management?",Immediate brain scan,Immediate lumbar puncture without prior scan,Antibiotic therapy and supportive care,Intravenous hydration and analgesia,b
OIC-100-03-A,"{""question"": ""A 50-year-old patient presents with a sudden, severe headache that peaks in less than a minute, accompanied by nausea and vomiting. Which of the following is the most likely diagnosis?"", ""option_a"": ""Reversible cerebral vasoconstriction syndrome (RCVS)"", ""option_b"": ""Subarachnoid haemorrhage (SAH) or meningeal haemorrhage"", ""option_c"": ""Acute angle closure glaucoma"", ""option_d"": ""Giant cell arteritis"", ""correct_option"": ""B""}",Etiologies,"A 50-year-old patient presents with a sudden, severe headache that peaks in less than a minute, accompanied by nausea and vomiting. Which of the following is the most likely diagnosis?",Reversible cerebral vasoconstriction syndrome (RCVS),Subarachnoid haemorrhage (SAH) or meningeal haemorrhage,Acute angle closure glaucoma,Giant cell arteritis,b
OIC-100-04-B,"{""question"": ""A patient with chronic headache is experiencing pain that is typically described as pulsatile, often accompanied by nausea and vomiting, and is usually unilateral. What type of headache is this patient most likely experiencing?"", ""option_a"": ""Tension headache"", ""option_b"": ""Migraine"", ""option_c"": ""Chronic post-traumatic headache"", ""option_d"": ""Chronic headache of cervical origin"", ""correct_option"": ""B""}",,"A patient with chronic headache is experiencing pain that is typically described as pulsatile, often accompanied by nausea and vomiting, and is usually unilateral. What type of headache is this patient most likely experiencing?",Tension headache,Migraine,Chronic post-traumatic headache,Chronic headache of cervical origin,b
OIC-100-05-A,"{""question"": ""A patient presents with a progressive headache that is resistant to analgesics, begins in the morning, and worsens with exertion. Which of the following conditions is the most likely cause of this patient's symptoms?"", ""option_a"": ""Acute blocked sinusitis"", ""option_b"": ""Intracranial hypertension syndrome"", ""option_c"": ""Acute angle-closure glaucoma"", ""option_d"": ""Sleep apnea syndrome"", ""correct_option"": ""B""}",Etiologies,"A patient presents with a progressive headache that is resistant to analgesics, begins in the morning, and worsens with exertion. Which of the following conditions is the most likely cause of this patient's symptoms?",Acute blocked sinusitis,Intracranial hypertension syndrome,Acute angle-closure glaucoma,Sleep apnea syndrome,b
OIC-100-06-A,"{""question"": ""In the context of a suspected case of infectious meningitis, what is the recommended course of action regarding lumbar puncture (LP) and brain imaging?"", ""option_a"": ""LP must be performed after brain imaging"", ""option_b"": ""LP must be performed within one hour of the patient's admission to the emergency department, without any prior brain imaging or biological work-up"", ""option_c"": ""LP is contraindicated if there are signs of cerebral involvement, such as coma and pupillary abnormalities"", ""option_d"": ""LP is contraindicated if there is a history of recent focal epileptic seizures"", ""correct_option"": ""B""}",Identification of the emergency,"In the context of a suspected case of infectious meningitis, what is the recommended course of action regarding lumbar puncture (LP) and brain imaging?",LP must be performed after brain imaging,"LP must be performed within one hour of the patient's admission to the emergency department, without any prior brain imaging or biological work-up","LP is contraindicated if there are signs of cerebral involvement, such as coma and pupillary abnormalities",LP is contraindicated if there is a history of recent focal epileptic seizures,b
